TranscriptName	GeneGo	length
XM_031584672.1	 GO:0005856;GO:0005829;GO:0005886;GO:0005524;GO:0046872;GO:0004715;GO:0005543;GO:0002250;GO:0050853;GO:0019221;GO:0038095;GO:0007229;GO:0035556;GO:0038083;GO:0018108;GO:0050731;GO:0006468;GO:0010543;GO:0050852;GO:0042246;	59
XM_031569179.1	 GO:0005887;GO:0005886;GO:0042577;GO:0016791;GO:0008195;GO:0046839;GO:0006644;GO:0051491;GO:0010976;GO:0007165;	20
XR_004165425.1	-	34
XM_012817643.2	 GO:0005829;GO:0005634;GO:0003700;GO:0000981;GO:0034220;GO:0070236;GO:0006355;GO:0006970;	57
XM_031580092.1	 GO:0005737;GO:0008597;GO:0003676;GO:0019902;GO:0031013;GO:0019722;GO:0070884;	36
XM_031585905.1	 GO:1904115;GO:0044295;GO:0005938;GO:0005737;GO:0031410;GO:0030425;GO:0005769;GO:0031966;GO:0005739;GO:0005634;GO:0048471;GO:0050811;GO:0017022;GO:0005102;GO:0030911;GO:0008089;GO:0098957;GO:0019896;GO:0048813;GO:0008333;GO:0048311;GO:0022008;GO:0050772;GO:0008104;GO:0006605;GO:0047496;	43
XM_012835605.2	 GO:0031410;GO:0005768;GO:0010008;GO:0016021;GO:0005765;GO:0005764;GO:0005886;GO:0007155;GO:0007157;GO:0007517;	6165
XM_031578872.1	 GO:0005829;GO:0005096;GO:0043547;	37698
XM_031572186.1	 GO:0030673;GO:0009986;GO:0016021;GO:0005886;GO:0008046;GO:0042802;GO:0035904;GO:0003180;GO:0007411;GO:0016199;GO:0007420;GO:0003272;GO:0007156;GO:0001656;GO:0050925;GO:0021891;GO:0003148;GO:0050772;GO:0035481;GO:0003184;GO:0031290;GO:0001657;GO:0060412;	13953
XM_031571832.1	 GO:0030673;GO:0009986;GO:0070062;GO:0016021;GO:0005886;GO:0008046;GO:0042802;GO:0035904;GO:0003180;GO:0061364;GO:0007411;GO:0016199;GO:0007420;GO:0032870;GO:0007417;GO:0003272;GO:0007156;GO:0001656;GO:0050925;GO:0051964;GO:0021891;GO:0003148;GO:0050772;GO:0035481;GO:0003184;GO:0031290;GO:0021510;GO:0001657;GO:0060412;	47241
XM_031571828.1	 GO:0030673;GO:0009986;GO:0016021;GO:0005886;GO:0008046;GO:0042802;GO:0035904;GO:0003180;GO:0007411;GO:0016199;GO:0007420;GO:0003272;GO:0007156;GO:0001656;GO:0050925;GO:0021891;GO:0003148;GO:0050772;GO:0035481;GO:0003184;GO:0031290;GO:0001657;GO:0060412;	48560
XM_031571830.1	 GO:0030673;GO:0009986;GO:0070062;GO:0016021;GO:0005886;GO:0008046;GO:0042802;GO:0035904;GO:0003180;GO:0061364;GO:0007411;GO:0016199;GO:0007420;GO:0032870;GO:0007417;GO:0003272;GO:0007156;GO:0001656;GO:0050925;GO:0051964;GO:0021891;GO:0003148;GO:0050772;GO:0035481;GO:0003184;GO:0031290;GO:0021510;GO:0001657;GO:0060412;	48560
XM_031571834.1	 GO:0030673;GO:0009986;GO:0016021;GO:0005886;GO:0008046;GO:0042802;GO:0035904;GO:0003180;GO:0007411;GO:0016199;GO:0007420;GO:0003272;GO:0007156;GO:0001656;GO:0050925;GO:0021891;GO:0003148;GO:0050772;GO:0035481;GO:0003184;GO:0031290;GO:0001657;GO:0060412;	48605
XM_031573318.1	 GO:0030673;GO:0009986;GO:0070062;GO:0016021;GO:0005886;GO:0008046;GO:0042802;GO:0035904;GO:0003180;GO:0061364;GO:0007411;GO:0016199;GO:0007420;GO:0032870;GO:0007417;GO:0003272;GO:0007156;GO:0001656;GO:0050925;GO:0051964;GO:0021891;GO:0003148;GO:0050772;GO:0035481;GO:0003184;GO:0031290;GO:0021510;GO:0001657;GO:0060412;	54696
XM_031573324.1	 GO:0030673;GO:0009986;GO:0016021;GO:0005886;GO:0008046;GO:0042802;GO:0035904;GO:0003180;GO:0007411;GO:0016199;GO:0007420;GO:0003272;GO:0007156;GO:0001656;GO:0050925;GO:0021891;GO:0003148;GO:0050772;GO:0035481;GO:0003184;GO:0031290;GO:0001657;GO:0060412;	55085
XM_031573315.1	 GO:0030673;GO:0009986;GO:0070062;GO:0016021;GO:0005886;GO:0008046;GO:0042802;GO:0035904;GO:0003180;GO:0061364;GO:0007411;GO:0016199;GO:0007420;GO:0032870;GO:0007417;GO:0003272;GO:0007156;GO:0001656;GO:0050925;GO:0051964;GO:0021891;GO:0003148;GO:0050772;GO:0035481;GO:0003184;GO:0031290;GO:0021510;GO:0001657;GO:0060412;	56180
XM_031567910.1	 GO:0005730;GO:0005634;GO:0032040;GO:0007420;GO:0006325;GO:0000462;	10434
XM_012832654.2	 GO:0016021;GO:0008250;GO:0006486;	47
XM_031582539.1	 GO:0005829;GO:0005777;GO:0047617;GO:0052689;GO:0102991;GO:0016290;GO:0006637;GO:0006631;GO:0001676;GO:0032788;GO:0032789;GO:0000038;	2214
XR_004164274.1	-	24
XM_031586443.1	 GO:0005829;GO:1902560;GO:0003920;GO:0046872;GO:0006144;GO:0015951;	13913
XM_031584126.1	 GO:0030673;GO:0009986;GO:0070062;GO:0016021;GO:0005886;GO:0008046;GO:0042802;GO:0035904;GO:0003180;GO:0061364;GO:0007411;GO:0016199;GO:0007420;GO:0032870;GO:0007417;GO:0003272;GO:0007156;GO:0001656;GO:0050925;GO:0051964;GO:0021891;GO:0003148;GO:0050772;GO:0035481;GO:0003184;GO:0031290;GO:0021510;GO:0001657;GO:0060412;	3333
XM_012818837.2	 GO:0005634;GO:0016605;GO:0070888;GO:0000978;GO:0032922;GO:0045475;GO:0045892;	53
XM_031571831.1	 GO:0030673;GO:0009986;GO:0016021;GO:0005886;GO:0008046;GO:0042802;GO:0035904;GO:0003180;GO:0007411;GO:0016199;GO:0007420;GO:0003272;GO:0007156;GO:0001656;GO:0050925;GO:0021891;GO:0003148;GO:0050772;GO:0035481;GO:0003184;GO:0031290;GO:0001657;GO:0060412;	84
XM_031573331.1	 GO:0030673;GO:0030424;GO:0009986;GO:0005737;GO:0033116;GO:0016021;GO:0043025;GO:0005886;GO:0008046;GO:0042802;GO:0030275;GO:0006919;GO:0035904;GO:0003180;GO:0007411;GO:0016199;GO:0002042;GO:0007417;GO:0021836;GO:0060976;GO:0003272;GO:0007507;GO:0007156;GO:0060763;GO:0030336;GO:0008285;GO:0070100;GO:0010629;GO:0033600;GO:0050925;GO:0021891;GO:0003148;GO:0050772;GO:0010628;GO:0043406;GO:0035481;GO:0035025;GO:1900748;GO:0003184;GO:0048814;GO:0035385;GO:0021510;GO:0050808;GO:0003281;GO:0060412;	36380
XM_031575370.1	-	19935
XM_031571827.1	 GO:0030673;GO:0030424;GO:0009986;GO:0005737;GO:0033116;GO:0016021;GO:0043025;GO:0005886;GO:0008046;GO:0042802;GO:0030275;GO:0006919;GO:0035904;GO:0003180;GO:0007411;GO:0016199;GO:0002042;GO:0021836;GO:0060976;GO:0003272;GO:0007507;GO:0007156;GO:0060763;GO:0030336;GO:0008285;GO:0070100;GO:0010629;GO:0033600;GO:0050925;GO:0021891;GO:0003148;GO:0050772;GO:0010628;GO:0043406;GO:0035481;GO:0035025;GO:1900748;GO:0003184;GO:0048814;GO:0035385;GO:0003281;GO:0060412;	82371
XM_031571826.1	 GO:0030673;GO:0030424;GO:0009986;GO:0005737;GO:0033116;GO:0016021;GO:0043025;GO:0005886;GO:0008046;GO:0042802;GO:0030275;GO:0006919;GO:0035904;GO:0003180;GO:0007411;GO:0016199;GO:0002042;GO:0007417;GO:0021836;GO:0060976;GO:0003272;GO:0007507;GO:0007156;GO:0060763;GO:0030336;GO:0008285;GO:0070100;GO:0010629;GO:0033600;GO:0050925;GO:0021891;GO:0003148;GO:0050772;GO:0010628;GO:0043406;GO:0035481;GO:0035025;GO:1900748;GO:0003184;GO:0048814;GO:0035385;GO:0021510;GO:0050808;GO:0003281;GO:0060412;	82377
XM_031568286.1	-	39
XM_031571825.1	 GO:0030673;GO:0030424;GO:0009986;GO:0005737;GO:0033116;GO:0016021;GO:0043025;GO:0005886;GO:0008046;GO:0042802;GO:0030275;GO:0006919;GO:0035904;GO:0003180;GO:0007411;GO:0016199;GO:0002042;GO:0007417;GO:0021836;GO:0060976;GO:0003272;GO:0007507;GO:0007156;GO:0060763;GO:0030336;GO:0008285;GO:0070100;GO:0010629;GO:0033600;GO:0050925;GO:0021891;GO:0003148;GO:0050772;GO:0010628;GO:0043406;GO:0035481;GO:0035025;GO:1900748;GO:0003184;GO:0048814;GO:0035385;GO:0021510;GO:0050808;GO:0003281;GO:0060412;	79325
XR_001162178.2	-	28
XM_031561891.1	 GO:0005737;GO:0005829;GO:0098978;GO:0005634;GO:0014069;GO:0016706;GO:0019899;GO:0008198;GO:0031418;GO:0031545;GO:0031543;GO:0055008;GO:0006879;GO:0071456;GO:0060347;GO:0060711;GO:1905290;GO:0051344;GO:0043433;GO:0032364;GO:0018401;GO:0043065;GO:1901216;GO:0045944;GO:0045765;GO:1901214;GO:0099175;GO:0099576;GO:0001666;GO:0071731;GO:0060412;	6418
XM_012841985.2	 GO:0030425;GO:0043197;GO:0005794;GO:0014704;GO:0031224;GO:0043025;GO:0005886;GO:0005791;GO:0005790;GO:0030315;GO:0008076;GO:0042802;GO:0005242;GO:0005546;GO:0086008;GO:0086001;GO:0086002;GO:0071260;GO:0015693;GO:0086011;GO:0086013;GO:1901381;GO:1990573;GO:0071805;GO:0006813;GO:0051289;GO:0086004;GO:0086091;GO:0034765;GO:0060306;GO:0014861;GO:0055119;GO:0090076;	4162
XM_031558617.1	 GO:0098985;GO:0009986;GO:0030425;GO:0060076;GO:0016021;GO:0005887;GO:0005886;GO:0098839;GO:0098793;GO:0089717;GO:0098983;GO:0045202;GO:0050839;GO:0031404;GO:0042043;GO:0042803;GO:0097110;GO:0038023;GO:0030534;GO:0003360;GO:0045216;GO:0021549;GO:0007268;GO:0007612;GO:0050804;GO:0090394;GO:0007158;GO:0030182;GO:0035265;GO:0097104;GO:0099054;GO:0097105;GO:0035176;GO:0050808;GO:0048488;GO:0071625;	5709
XR_004163269.1	-	1803
XM_031559145.1	 GO:0005829;GO:0016604;GO:0005654;GO:0004177;GO:0042802;GO:0042277;GO:0004252;GO:0008240;GO:0006508;	485
XM_031566013.1	 GO:0005576;GO:0005615;GO:0008083;GO:0005179;GO:0005178;GO:0030154;GO:0060323;GO:0007399;GO:0008284;	389
XR_004163224.1	-	29932
XR_004164734.1	-	28
XM_031562975.1	 GO:0005912;GO:0043296;GO:0016324;GO:0044295;GO:0005923;GO:0005938;GO:0030054;GO:0005911;GO:0005737;GO:0036464;GO:0005856;GO:0005829;GO:0012505;GO:0033269;GO:0043025;GO:0005886;GO:0032991;GO:0042802;GO:0035091;GO:0005547;GO:0032266;GO:0005546;GO:0019903;GO:0008356;GO:0007409;GO:0070830;GO:0007155;GO:0007049;GO:0030010;GO:0051660;GO:0090162;GO:0007163;GO:0045197;GO:0000226;GO:0022011;GO:0010801;GO:0031643;GO:0007205;GO:0008104;GO:0006612;GO:0065003;GO:0060341;GO:0007179;	28
XR_004165075.1	-	31
XM_031585656.1	 GO:0005737;GO:0005829;GO:0042405;GO:0016363;GO:0005730;GO:0005654;GO:0005634;GO:0003677;GO:0042802;GO:0034046;GO:0008266;GO:0008022;GO:0043621;GO:0048856;GO:0007420;GO:0007612;GO:0007613;GO:0000122;GO:0045892;GO:0007399;GO:0051168;GO:0006355;GO:0006396;GO:0035176;	53
XM_012824396.2	-	64
XM_012828874.2	 GO:0005737;GO:0043197;GO:0005783;GO:0098978;GO:0030426;GO:1990812;GO:1990761;GO:0030027;GO:0044304;GO:0031594;GO:0043025;GO:0016607;GO:0005634;GO:0048471;GO:0005886;GO:0045211;GO:0098793;GO:0042734;GO:0032991;GO:0098685;GO:0045202;GO:0001540;GO:0003682;GO:0035035;GO:0042393;GO:0070064;GO:0044877;GO:0048156;GO:0008134;GO:0031625;GO:0030048;GO:0006915;GO:0007411;GO:0007050;GO:0006974;GO:0006302;GO:0030198;GO:0043967;GO:0030308;GO:0045665;GO:0050760;GO:0000122;GO:0001764;GO:0043065;GO:0045739;GO:0010976;GO:0050714;GO:0045944;GO:0045893;GO:0050821;GO:0006355;GO:0050808;GO:0008542;	20452
XM_031573326.1	 GO:0005737;GO:0043197;GO:0005783;GO:0030426;GO:1990812;GO:1990761;GO:0030027;GO:0044304;GO:0043025;GO:0016607;GO:0005654;GO:0005634;GO:0048471;GO:0005886;GO:0045211;GO:0042734;GO:0032991;GO:0045202;GO:0001540;GO:0003682;GO:0042393;GO:0070064;GO:0044877;GO:0048156;GO:0008134;GO:0031625;GO:0006915;GO:0007409;GO:0007050;GO:0006974;GO:0006302;GO:0043967;GO:0030308;GO:0050760;GO:0000122;GO:0043065;GO:0045739;GO:0010976;GO:0050714;GO:0045944;GO:0045893;GO:0006355;GO:0010039;GO:0007165;	20452
XM_012838818.2	 GO:0005912;GO:0043296;GO:0016021;GO:0005886;GO:0050839;GO:0042803;GO:0007157;GO:0007156;GO:0007286;	69751
XM_031572842.1	 GO:0005930;GO:0030286;GO:0070062;GO:0005524;GO:0008569;GO:0045505;GO:0051959;GO:0007018;	176
XM_031573334.1	 GO:0005737;GO:0030286;GO:0005874;GO:0031514;GO:0005524;GO:0003777;GO:0030030;GO:0007018;	24
XM_012830425.2	 GO:0005737;GO:0006915;	69
XM_012832356.2	 GO:0005912;GO:0043296;GO:0016021;GO:0005886;GO:0050839;GO:0042803;GO:0007157;GO:0007156;GO:0007286;	250
XM_012838819.2	 GO:0035631;GO:0005737;GO:0009898;GO:0005758;GO:0005739;GO:0006919;GO:0008635;GO:0097193;GO:0008631;GO:0051402;GO:0043065;	1271
XM_012839945.1	 GO:0005737;GO:0016021;GO:0043231;GO:0005886;GO:0004930;GO:0042803;GO:0004888;GO:0007186;GO:0007608;	374
XM_012832331.2	 GO:0005737;GO:0016021;GO:0043231;GO:0005886;GO:0004930;GO:0042803;GO:0004888;GO:0007186;GO:0007608;	23
XM_012838443.2	 GO:0005737;GO:0016021;GO:0043231;GO:0005886;GO:0004930;GO:0042803;GO:0004888;GO:0007186;GO:0007608;	25
XM_012839946.2	 GO:0005783;GO:0005788;GO:0005506;GO:0031418;GO:0016702;GO:0004656;GO:0018401;	2248
XM_012839947.2	 GO:0034451;GO:0005814;GO:0005929;GO:0005737;GO:0061511;GO:1905515;GO:0071539;	115
XM_031573153.1	 GO:0034451;GO:0005814;GO:0005929;GO:0005737;GO:0061511;GO:1905515;GO:0071539;	125
XM_012839949.2	 GO:0016021;GO:0005743;GO:0017077;GO:1990845;GO:1990542;GO:0009409;	1153
XM_012816514.2	 GO:0016021;GO:0005743;GO:0017077;GO:1990845;GO:1990542;GO:0009409;	133
XM_012816512.2	 GO:0016021;GO:0005743;GO:0017077;GO:1990845;GO:1990542;GO:0009409;	609
XM_031572406.1	 GO:0005737;GO:0005829;GO:0005654;GO:0005524;GO:0005516;GO:0004683;GO:0004674;GO:0035556;GO:0045860;	542
XM_012822804.2	 GO:0005737;GO:0007420;GO:0007507;	3518
XM_031573498.1	-	642
XM_012839814.2	-	3515
XM_012842389.2	 GO:0005737;GO:0005159;GO:0019904;GO:0045664;GO:0048167;	637
XM_031575921.1	-	350
XM_012823137.2	-	353
XM_031581058.1	 GO:0005737;GO:0032991;GO:0042802;GO:0019904;GO:0047485;GO:0045892;GO:0006605;GO:0007264;	194
XM_012823536.2	-	208
XM_012839788.2	 GO:0031362;GO:0046658;GO:0016324;GO:0031526;GO:0009986;GO:0005793;GO:0070062;GO:0005794;GO:0016020;GO:0048471;GO:0005886;GO:0005791;GO:0042383;GO:0016529;GO:0030667;GO:0005802;GO:0030658;GO:0004089;GO:0016836;GO:0008270;GO:0048513;GO:0015701;GO:0006730;GO:0042493;GO:0048545;	22
XM_012839797.2	 GO:0005576;GO:0072582;GO:0072555;GO:0000253;GO:0004303;GO:0000166;GO:0006703;	1267
XM_012819093.2	 GO:0008023;GO:0035327;GO:0003677;GO:0042393;GO:0031491;GO:0070827;GO:0035050;GO:0007507;GO:0042789;GO:0061086;GO:0034728;GO:0071599;GO:0032968;GO:0050684;GO:0001756;GO:0006368;	2876
XM_031572861.1	 GO:0005814;GO:0005576;GO:0005615;GO:0042629;GO:0005886;GO:0055037;GO:0047498;GO:0046872;GO:0102567;GO:0102568;GO:0001675;GO:0050482;GO:0060271;GO:0034375;GO:0016042;GO:0019372;GO:0034374;GO:0043303;GO:0043524;GO:0046473;GO:0036151;GO:0046470;GO:0036152;GO:0046337;GO:0036148;GO:0046471;GO:0046488;GO:0006658;GO:0006644;GO:1903595;GO:0010744;GO:0010976;GO:0031394;GO:2001135;GO:0007288;	663
XM_012839789.2	 GO:0016021;GO:0005886;GO:0071709;GO:0055091;GO:0007009;GO:0097035;	188
XM_012831576.2	-	1921
XM_012818082.2	 GO:0030424;GO:0005737;GO:0005856;GO:0030425;GO:0016607;GO:0005634;GO:1990904;GO:0003779;GO:0005524;GO:0008092;GO:0042802;GO:0004715;GO:0004672;GO:0043621;GO:0004674;GO:0004712;GO:0004713;GO:0048156;GO:0003713;GO:0015631;GO:0034205;GO:0007623;GO:0043518;GO:0031115;GO:0048025;GO:0018105;GO:0018107;GO:0038083;GO:0018108;GO:0090312;GO:0033120;GO:0045893;GO:0046777;GO:0006468;GO:0000381;	2581
XM_031584458.1	-	6136
XM_031583859.1	 GO:0009986;GO:0045334;GO:0005905;GO:0030136;GO:0005829;GO:0005769;GO:0070381;GO:0098894;GO:0005794;GO:0043231;GO:0031224;GO:0016020;GO:0097418;GO:0043025;GO:0005634;GO:0048471;GO:0005886;GO:0045211;GO:0042734;GO:0008021;GO:0031982;GO:0005545;GO:0001540;GO:0045296;GO:0030276;GO:0032050;GO:0050750;GO:0005546;GO:0017137;GO:0000149;GO:0048156;GO:0150093;GO:0007409;GO:0048268;GO:1905224;GO:0072583;GO:0048813;GO:0006897;GO:0016197;GO:0030097;GO:0055072;GO:0007611;GO:0097753;GO:0061024;GO:0090647;GO:0010629;GO:1902963;GO:2000009;GO:1903077;GO:0048261;GO:1902004;GO:1902961;GO:0043547;GO:1901216;GO:0045893;GO:0065003;GO:0031623;GO:0006898;GO:1902959;GO:0030100;GO:0032880;GO:0097494;GO:0016185;GO:0048488;GO:0016188;GO:0006900;GO:0035459;GO:0016192;	3614
XM_031583860.1	 GO:0009986;GO:0045334;GO:0005905;GO:0030136;GO:0005829;GO:0005769;GO:0070381;GO:0098894;GO:0005794;GO:0043231;GO:0031224;GO:0016020;GO:0097418;GO:0043025;GO:0005634;GO:0048471;GO:0005886;GO:0045211;GO:0042734;GO:0008021;GO:0031982;GO:0005545;GO:0001540;GO:0045296;GO:0030276;GO:0032050;GO:0050750;GO:0005546;GO:0017137;GO:0000149;GO:0048156;GO:0150093;GO:0007409;GO:0048268;GO:1905224;GO:0072583;GO:0048813;GO:0006897;GO:0016197;GO:0030097;GO:0055072;GO:0007611;GO:0097753;GO:0061024;GO:0090647;GO:0010629;GO:1902963;GO:2000009;GO:1903077;GO:0048261;GO:1902004;GO:1902961;GO:0043547;GO:1901216;GO:0045893;GO:0065003;GO:0031623;GO:0006898;GO:1902959;GO:0030100;GO:0032880;GO:0097494;GO:0016185;GO:0048488;GO:0016188;GO:0006900;GO:0035459;GO:0016192;	3623
XM_031583855.1	 GO:0009986;GO:0045334;GO:0005905;GO:0030136;GO:0005829;GO:0005769;GO:0070381;GO:0098894;GO:0005794;GO:0043231;GO:0031224;GO:0016020;GO:0097418;GO:0043025;GO:0005634;GO:0048471;GO:0005886;GO:0045211;GO:0042734;GO:0008021;GO:0031982;GO:0005545;GO:0001540;GO:0045296;GO:0030276;GO:0032050;GO:0050750;GO:0005546;GO:0017137;GO:0000149;GO:0048156;GO:0150093;GO:0007409;GO:0048268;GO:1905224;GO:0072583;GO:0048813;GO:0006897;GO:0016197;GO:0030097;GO:0055072;GO:0007611;GO:0097753;GO:0061024;GO:0090647;GO:0010629;GO:1902963;GO:2000009;GO:1903077;GO:0048261;GO:1902004;GO:1902961;GO:0043547;GO:1901216;GO:0045893;GO:0065003;GO:0031623;GO:0006898;GO:1902959;GO:0030100;GO:0032880;GO:0097494;GO:0016185;GO:0048488;GO:0016188;GO:0006900;GO:0035459;GO:0016192;	10695
XM_012834996.2	 GO:0031410;GO:0051059;GO:0032088;GO:0045892;GO:0033209;	22
XM_031572147.1	 GO:0009986;GO:0045334;GO:0005905;GO:0030136;GO:0005829;GO:0005769;GO:0070381;GO:0098894;GO:0005794;GO:0043231;GO:0031224;GO:0016020;GO:0097418;GO:0043025;GO:0005634;GO:0048471;GO:0005886;GO:0045211;GO:0042734;GO:0008021;GO:0031982;GO:0005545;GO:0001540;GO:0045296;GO:0030276;GO:0032050;GO:0050750;GO:0005546;GO:0017137;GO:0000149;GO:0048156;GO:0150093;GO:0007409;GO:0048268;GO:1905224;GO:0072583;GO:0048813;GO:0006897;GO:0016197;GO:0030097;GO:0055072;GO:0007611;GO:0097753;GO:0061024;GO:0090647;GO:0010629;GO:1902963;GO:2000009;GO:1903077;GO:0048261;GO:1902004;GO:1902961;GO:0043547;GO:1901216;GO:0045893;GO:0065003;GO:0031623;GO:0006898;GO:1902959;GO:0030100;GO:0032880;GO:0097494;GO:0016185;GO:0048488;GO:0016188;GO:0006900;GO:0035459;GO:0016192;	711
XM_031572137.1	 GO:0009986;GO:0045334;GO:0005905;GO:0030136;GO:0005829;GO:0005769;GO:0070381;GO:0098894;GO:0005794;GO:0043231;GO:0031224;GO:0016020;GO:0097418;GO:0043025;GO:0005634;GO:0048471;GO:0005886;GO:0045211;GO:0042734;GO:0008021;GO:0031982;GO:0005545;GO:0001540;GO:0045296;GO:0030276;GO:0032050;GO:0050750;GO:0005546;GO:0017137;GO:0000149;GO:0048156;GO:0150093;GO:0007409;GO:0048268;GO:1905224;GO:0072583;GO:0048813;GO:0006897;GO:0016197;GO:0030097;GO:0055072;GO:0007611;GO:0097753;GO:0061024;GO:0090647;GO:0010629;GO:1902963;GO:2000009;GO:1903077;GO:0048261;GO:1902004;GO:1902961;GO:0043547;GO:1901216;GO:0045893;GO:0065003;GO:0031623;GO:0006898;GO:1902959;GO:0030100;GO:0032880;GO:0097494;GO:0016185;GO:0048488;GO:0016188;GO:0006900;GO:0035459;GO:0016192;	3471
XM_031567768.1	 GO:0043679;GO:0042995;GO:0005929;GO:0005829;GO:0005576;GO:0001917;GO:0001750;GO:0005886;GO:0045202;GO:0051015;GO:0005546;GO:0016358;GO:0050908;GO:0042462;GO:0006910;GO:0045494;GO:0050766;GO:0061512;GO:1903546;GO:0060041;GO:0001895;GO:0007601;	44
XM_012827652.2	 GO:0005623;GO:0005737;GO:0016020;GO:0005634;GO:0005524;GO:1903842;GO:0046686;GO:0046688;GO:0009408;	2695
XM_031583616.1	 GO:0005623;GO:0005737;GO:0016020;GO:0005634;GO:0005524;GO:1903842;GO:0046686;GO:0046688;GO:0009408;	2726
XM_012834500.2	 GO:0032279;GO:0005776;GO:0030424;GO:0009986;GO:0101031;GO:0005737;GO:0005829;GO:0030425;GO:0043198;GO:0043197;GO:0070062;GO:0098978;GO:0098690;GO:0005882;GO:0005770;GO:1990836;GO:0005765;GO:0005764;GO:0042470;GO:0045121;GO:1990124;GO:0005874;GO:0043005;GO:0044309;GO:0043025;GO:0005730;GO:0005634;GO:0043204;GO:0048471;GO:0001917;GO:0098684;GO:0005886;GO:0098794;GO:0099524;GO:0014069;GO:0099634;GO:0098793;GO:0099523;GO:0032991;GO:0000974;GO:1990904;GO:0005681;GO:0008021;GO:0043195;GO:0031686;GO:0043531;GO:0005524;GO:0016887;GO:0055131;GO:0051087;GO:1990833;GO:0019899;GO:0001664;GO:0031072;GO:0051787;GO:0042277;GO:0001786;GO:1904593;GO:0044183;GO:0030674;GO:0003723;GO:0005102;GO:0008134;GO:0031625;GO:0051082;GO:0007568;GO:0046034;GO:0008088;GO:0043624;GO:0071276;GO:0034605;GO:0034620;GO:0021549;GO:0051085;GO:0061684;GO:1904764;GO:0061077;GO:0061741;GO:0072318;GO:0044849;GO:0030900;GO:0000082;GO:0001822;GO:0061738;GO:0098880;GO:0044788;GO:0006397;GO:0010667;GO:1903206;GO:1902904;GO:0045892;GO:0044829;GO:0043085;GO:0010628;GO:0097214;GO:0048026;GO:0050766;GO:1904592;GO:0045862;GO:0001916;GO:0046777;GO:0006457;GO:0006606;GO:0042026;GO:0061740;GO:0044743;GO:0051726;GO:0099175;GO:0061635;GO:0031647;GO:0014823;GO:0042493;GO:0032355;GO:0045471;GO:0009408;GO:0010045;GO:1990834;GO:0032570;GO:0042594;GO:0006986;GO:0008380;GO:0007608;GO:0007519;GO:1990832;GO:0016191;GO:0016192;	1962
XM_012827671.2	 GO:0005623;GO:0005737;GO:0016020;GO:0005634;GO:0005524;GO:1903842;GO:0046686;GO:0046688;GO:0009408;	2055
XM_012823090.2	-	1475
XM_012827617.2	 GO:0016021;GO:0005886;GO:0031982;GO:0005212;GO:0043010;GO:0002088;	1062
XM_012831587.2	 GO:0016021;GO:0005886;GO:0031982;GO:0005212;GO:0043010;GO:0002088;	885
XM_031584238.1	 GO:0005912;GO:0005923;GO:0005911;GO:0016021;GO:0005886;GO:0032991;GO:0098632;GO:0070830;GO:0016338;GO:0098609;GO:0034613;GO:0007156;GO:2000249;GO:0030833;	124
XM_031584240.1	 GO:0005912;GO:0005923;GO:0005911;GO:0016021;GO:0005886;GO:0032991;GO:0098632;GO:0070830;GO:0016338;GO:0098609;GO:0034613;GO:0007156;GO:2000249;GO:0030833;	4398
XM_012831599.2	 GO:0005829;GO:0005768;GO:0030904;GO:0006886;GO:0042147;	1718
XM_031584456.1	 GO:0030425;GO:0098982;GO:0060077;GO:0016021;GO:0043005;GO:0043025;GO:0014069;GO:0045211;GO:0099629;GO:0019900;GO:0007156;GO:0007399;GO:0097151;GO:0099560;	17133
XM_012816534.2	 GO:0016324;GO:0016327;GO:0009925;GO:0005923;GO:0005911;GO:0034707;GO:0016021;GO:0005887;GO:0016328;GO:0005886;GO:0070160;GO:0005254;GO:0042802;GO:0005198;GO:0070830;GO:0016338;GO:0007155;GO:0007623;GO:0061436;GO:0007565;GO:0030335;GO:1905050;GO:0090303;GO:0022604;GO:0070293;GO:0032570;	30
XM_031571301.1	 GO:0030425;GO:0098982;GO:0060077;GO:0016021;GO:0043005;GO:0043025;GO:0014069;GO:0045211;GO:0099629;GO:0019900;GO:0007156;GO:0007399;GO:0097151;GO:0099560;	21
XM_031573860.1	-	3649
XM_031583533.1	 GO:0005737;GO:0005886;GO:0014069;GO:0005096;GO:1901981;GO:0007165;	8119
